0,"[[{'label': 'not depression', 'score': 0.5684686303138733}, {'label': 'moderate', 'score': 0.23660454154014587}, {'label': 'severe', 'score': 0.19492679834365845}]]"
6,"[[{'label': 'not depression', 'score': 0.44283363223075867}, {'label': 'severe', 'score': 0.4343286156654358}, {'label': 'moderate', 'score': 0.12283768504858017}]]"
29,"[[{'label': 'not depression', 'score': 0.8852855563163757}, {'label': 'moderate', 'score': 0.08330453932285309}, {'label': 'severe', 'score': 0.03140990063548088}]]"
31,"[[{'label': 'not depression', 'score': 0.3637683689594269}, {'label': 'severe', 'score': 0.3227262496948242}, {'label': 'moderate', 'score': 0.3135053515434265}]]"
34,"[[{'label': 'not depression', 'score': 0.7922260165214539}, {'label': 'moderate', 'score': 0.18040113151073456}, {'label': 'severe', 'score': 0.02737286686897278}]]"
35,"[[{'label': 'not depression', 'score': 0.9603772163391113}, {'label': 'moderate', 'score': 0.03077816776931286}, {'label': 'severe', 'score': 0.008844573982059956}]]"
47,"[[{'label': 'moderate', 'score': 0.5823061466217041}, {'label': 'not depression', 'score': 0.30205100774765015}, {'label': 'severe', 'score': 0.11564281582832336}]]"
49,"[[{'label': 'severe', 'score': 0.494618684053421}, {'label': 'moderate', 'score': 0.33228808641433716}, {'label': 'not depression', 'score': 0.1730932593345642}]]"
54,"[[{'label': 'not depression', 'score': 0.8906969428062439}, {'label': 'moderate', 'score': 0.09906715154647827}, {'label': 'severe', 'score': 0.010235910303890705}]]"
64,"[[{'label': 'moderate', 'score': 0.3678721487522125}, {'label': 'not depression', 'score': 0.3569375276565552}, {'label': 'severe', 'score': 0.27519023418426514}]]"
75,"[[{'label': 'moderate', 'score': 0.6131004691123962}, {'label': 'not depression', 'score': 0.20356963574886322}, {'label': 'severe', 'score': 0.18332995474338531}]]"
82,"[[{'label': 'severe', 'score': 0.5670356750488281}, {'label': 'moderate', 'score': 0.3151038587093353}, {'label': 'not depression', 'score': 0.11786045134067535}]]"
110,"[[{'label': 'not depression', 'score': 0.8717675805091858}, {'label': 'moderate', 'score': 0.1148066520690918}, {'label': 'severe', 'score': 0.013425774872303009}]]"
111,"[[{'label': 'moderate', 'score': 0.5140652060508728}, {'label': 'not depression', 'score': 0.3493685722351074}, {'label': 'severe', 'score': 0.1365661770105362}]]"
124,"[[{'label': 'severe', 'score': 0.46694737672805786}, {'label': 'moderate', 'score': 0.38506579399108887}, {'label': 'not depression', 'score': 0.14798682928085327}]]"
