1,"[[{'label': 'not depression', 'score': 0.9181445240974426}, {'label': 'moderate', 'score': 0.06006333976984024}, {'label': 'severe', 'score': 0.021792177110910416}]]"
2,"[[{'label': 'not depression', 'score': 0.9142121076583862}, {'label': 'moderate', 'score': 0.06423705071210861}, {'label': 'severe', 'score': 0.021550819277763367}]]"
3,"[[{'label': 'not depression', 'score': 0.9353970289230347}, {'label': 'moderate', 'score': 0.048410069197416306}, {'label': 'severe', 'score': 0.016192927956581116}]]"
4,"[[{'label': 'not depression', 'score': 0.9359967708587646}, {'label': 'moderate', 'score': 0.047772228717803955}, {'label': 'severe', 'score': 0.016231022775173187}]]"
5,"[[{'label': 'not depression', 'score': 0.9482414722442627}, {'label': 'moderate', 'score': 0.03936542943120003}, {'label': 'severe', 'score': 0.012393102049827576}]]"
6,"[[{'label': 'not depression', 'score': 0.9310178756713867}, {'label': 'moderate', 'score': 0.0502835251390934}, {'label': 'severe', 'score': 0.018698571249842644}]]"
7,"[[{'label': 'not depression', 'score': 0.9364702105522156}, {'label': 'moderate', 'score': 0.04939191788434982}, {'label': 'severe', 'score': 0.014137891121208668}]]"
8,"[[{'label': 'not depression', 'score': 0.9532199501991272}, {'label': 'moderate', 'score': 0.03840506449341774}, {'label': 'severe', 'score': 0.008375017903745174}]]"
9,"[[{'label': 'not depression', 'score': 0.9821022748947144}, {'label': 'moderate', 'score': 0.013992681168019772}, {'label': 'severe', 'score': 0.0039050837513059378}]]"
10,"[[{'label': 'not depression', 'score': 0.9093529582023621}, {'label': 'moderate', 'score': 0.06513083726167679}, {'label': 'severe', 'score': 0.025516225025057793}]]"
11,"[[{'label': 'not depression', 'score': 0.9716295003890991}, {'label': 'moderate', 'score': 0.02168252132833004}, {'label': 'severe', 'score': 0.0066879489459097385}]]"
12,"[[{'label': 'not depression', 'score': 0.8975429534912109}, {'label': 'moderate', 'score': 0.08177696168422699}, {'label': 'severe', 'score': 0.020680032670497894}]]"
13,"[[{'label': 'not depression', 'score': 0.9217246770858765}, {'label': 'moderate', 'score': 0.06444379687309265}, {'label': 'severe', 'score': 0.01383148692548275}]]"
14,"[[{'label': 'not depression', 'score': 0.9552341103553772}, {'label': 'moderate', 'score': 0.03280872106552124}, {'label': 'severe', 'score': 0.011957114562392235}]]"
15,"[[{'label': 'not depression', 'score': 0.9592501521110535}, {'label': 'moderate', 'score': 0.030343882739543915}, {'label': 'severe', 'score': 0.010405920445919037}]]"
16,"[[{'label': 'not depression', 'score': 0.9452786445617676}, {'label': 'moderate', 'score': 0.04606734216213226}, {'label': 'severe', 'score': 0.00865396298468113}]]"
17,"[[{'label': 'not depression', 'score': 0.913640022277832}, {'label': 'moderate', 'score': 0.056299082934856415}, {'label': 'severe', 'score': 0.030060838907957077}]]"
18,"[[{'label': 'not depression', 'score': 0.8932960033416748}, {'label': 'moderate', 'score': 0.08213119953870773}, {'label': 'severe', 'score': 0.024572763592004776}]]"
