1,"{'neg': 0.022, 'neu': 0.835, 'pos': 0.143, 'compound': 0.9901}",Positive
2,"{'neg': 0.013, 'neu': 0.786, 'pos': 0.201, 'compound': 0.9968}",Positive
3,"{'neg': 0.056, 'neu': 0.811, 'pos': 0.132, 'compound': 0.9684}",Positive
4,"{'neg': 0.034, 'neu': 0.711, 'pos': 0.256, 'compound': 0.9981}",Positive
5,"{'neg': 0.03, 'neu': 0.766, 'pos': 0.205, 'compound': 0.9933}",Positive
6,"{'neg': 0.043, 'neu': 0.748, 'pos': 0.209, 'compound': 0.9964}",Positive
7,"{'neg': 0.024, 'neu': 0.802, 'pos': 0.174, 'compound': 0.9909}",Positive
8,"{'neg': 0.022, 'neu': 0.728, 'pos': 0.249, 'compound': 0.9979}",Positive
9,"{'neg': 0.019, 'neu': 0.776, 'pos': 0.205, 'compound': 0.9957}",Positive
10,"{'neg': 0.035, 'neu': 0.781, 'pos': 0.184, 'compound': 0.992}",Positive
11,"{'neg': 0.084, 'neu': 0.681, 'pos': 0.235, 'compound': 0.995}",Positive
12,"{'neg': 0.052, 'neu': 0.739, 'pos': 0.209, 'compound': 0.9925}",Positive
13,"{'neg': 0.084, 'neu': 0.807, 'pos': 0.109, 'compound': 0.6597}",Positive
14,"{'neg': 0.098, 'neu': 0.66, 'pos': 0.243, 'compound': 0.992}",Positive
15,"{'neg': 0.016, 'neu': 0.703, 'pos': 0.28, 'compound': 0.9987}",Positive
16,"{'neg': 0.071, 'neu': 0.744, 'pos': 0.185, 'compound': 0.9887}",Positive
17,"{'neg': 0.006, 'neu': 0.712, 'pos': 0.282, 'compound': 0.9976}",Positive
18,"{'neg': 0.081, 'neu': 0.676, 'pos': 0.244, 'compound': 0.9951}",Positive
19,"{'neg': 0.069, 'neu': 0.733, 'pos': 0.198, 'compound': 0.9909}",Positive
20,"{'neg': 0.019, 'neu': 0.787, 'pos': 0.194, 'compound': 0.9955}",Positive
