1,"[[{'label': 'not depression', 'score': 0.9723237156867981}, {'label': 'moderate', 'score': 0.02073207125067711}, {'label': 'severe', 'score': 0.006944233551621437}]]"
2,"[[{'label': 'not depression', 'score': 0.9694215059280396}, {'label': 'moderate', 'score': 0.02011808194220066}, {'label': 'severe', 'score': 0.01046034973114729}]]"
3,"[[{'label': 'not depression', 'score': 0.9642106890678406}, {'label': 'moderate', 'score': 0.027685850858688354}, {'label': 'severe', 'score': 0.00810350850224495}]]"
4,"[[{'label': 'not depression', 'score': 0.9610045552253723}, {'label': 'moderate', 'score': 0.02697029337286949}, {'label': 'severe', 'score': 0.012025095522403717}]]"
5,"[[{'label': 'not depression', 'score': 0.9624348282814026}, {'label': 'moderate', 'score': 0.02647414430975914}, {'label': 'severe', 'score': 0.01109099667519331}]]"
6,"[[{'label': 'not depression', 'score': 0.9546003937721252}, {'label': 'moderate', 'score': 0.03531408682465553}, {'label': 'severe', 'score': 0.01008556503802538}]]"
7,"[[{'label': 'not depression', 'score': 0.9458710551261902}, {'label': 'moderate', 'score': 0.03744477778673172}, {'label': 'severe', 'score': 0.016684195026755333}]]"
8,"[[{'label': 'not depression', 'score': 0.9739891290664673}, {'label': 'moderate', 'score': 0.020394835621118546}, {'label': 'severe', 'score': 0.005616024602204561}]]"
9,"[[{'label': 'not depression', 'score': 0.9502201676368713}, {'label': 'moderate', 'score': 0.03753754496574402}, {'label': 'severe', 'score': 0.012242264114320278}]]"
10,"[[{'label': 'not depression', 'score': 0.9658976793289185}, {'label': 'moderate', 'score': 0.024178065359592438}, {'label': 'severe', 'score': 0.009924262762069702}]]"
11,"[[{'label': 'not depression', 'score': 0.9521687030792236}, {'label': 'moderate', 'score': 0.03813013806939125}, {'label': 'severe', 'score': 0.00970116350799799}]]"
12,"[[{'label': 'not depression', 'score': 0.9519870281219482}, {'label': 'moderate', 'score': 0.03529563918709755}, {'label': 'severe', 'score': 0.012717296369373798}]]"
13,"[[{'label': 'not depression', 'score': 0.9539300203323364}, {'label': 'moderate', 'score': 0.038572922348976135}, {'label': 'severe', 'score': 0.007497085258364677}]]"
14,"[[{'label': 'not depression', 'score': 0.9597097635269165}, {'label': 'moderate', 'score': 0.030699802562594414}, {'label': 'severe', 'score': 0.00959039106965065}]]"
15,"[[{'label': 'not depression', 'score': 0.9573079347610474}, {'label': 'moderate', 'score': 0.03063429705798626}, {'label': 'severe', 'score': 0.012057758867740631}]]"
16,"[[{'label': 'not depression', 'score': 0.9511830806732178}, {'label': 'moderate', 'score': 0.04214951768517494}, {'label': 'severe', 'score': 0.00666744913905859}]]"
17,"[[{'label': 'not depression', 'score': 0.973962128162384}, {'label': 'moderate', 'score': 0.020362766459584236}, {'label': 'severe', 'score': 0.005675130058079958}]]"
18,"[[{'label': 'not depression', 'score': 0.968275249004364}, {'label': 'moderate', 'score': 0.026016248390078545}, {'label': 'severe', 'score': 0.005708565004169941}]]"
19,"[[{'label': 'not depression', 'score': 0.9717563390731812}, {'label': 'moderate', 'score': 0.022614898160099983}, {'label': 'severe', 'score': 0.005628797225654125}]]"
20,"[[{'label': 'not depression', 'score': 0.9499667286872864}, {'label': 'moderate', 'score': 0.03829909488558769}, {'label': 'severe', 'score': 0.011734147556126118}]]"
21,"[[{'label': 'not depression', 'score': 0.9753991365432739}, {'label': 'moderate', 'score': 0.019155364483594894}, {'label': 'severe', 'score': 0.005445464514195919}]]"
22,"[[{'label': 'not depression', 'score': 0.9797083735466003}, {'label': 'moderate', 'score': 0.016402732580900192}, {'label': 'severe', 'score': 0.00388892088085413}]]"
23,"[[{'label': 'not depression', 'score': 0.9773789644241333}, {'label': 'moderate', 'score': 0.016849152743816376}, {'label': 'severe', 'score': 0.005771855358034372}]]"
24,"[[{'label': 'not depression', 'score': 0.9699534177780151}, {'label': 'moderate', 'score': 0.023887256160378456}, {'label': 'severe', 'score': 0.006159394979476929}]]"
25,"[[{'label': 'not depression', 'score': 0.974430501461029}, {'label': 'moderate', 'score': 0.01892860047519207}, {'label': 'severe', 'score': 0.006640898063778877}]]"
26,"[[{'label': 'not depression', 'score': 0.9786883592605591}, {'label': 'moderate', 'score': 0.01566227525472641}, {'label': 'severe', 'score': 0.005649321246892214}]]"
27,"[[{'label': 'not depression', 'score': 0.9693918228149414}, {'label': 'moderate', 'score': 0.02378712221980095}, {'label': 'severe', 'score': 0.006820993963629007}]]"
28,"[[{'label': 'not depression', 'score': 0.9812554717063904}, {'label': 'moderate', 'score': 0.01402059756219387}, {'label': 'severe', 'score': 0.004723919089883566}]]"
