1,"[[{'label': 'not depression', 'score': 0.9796476364135742}, {'label': 'moderate', 'score': 0.01600690186023712}, {'label': 'severe', 'score': 0.0043454477563500404}]]"
2,"[[{'label': 'not depression', 'score': 0.9768011569976807}, {'label': 'moderate', 'score': 0.018512073904275894}, {'label': 'severe', 'score': 0.004686796572059393}]]"
3,"[[{'label': 'not depression', 'score': 0.9601613283157349}, {'label': 'moderate', 'score': 0.029711198061704636}, {'label': 'severe', 'score': 0.010127464309334755}]]"
4,"[[{'label': 'not depression', 'score': 0.9393883943557739}, {'label': 'moderate', 'score': 0.0478183887898922}, {'label': 'severe', 'score': 0.012793200090527534}]]"
5,"[[{'label': 'not depression', 'score': 0.9800277352333069}, {'label': 'moderate', 'score': 0.015688108280301094}, {'label': 'severe', 'score': 0.004284233786165714}]]"
6,"[[{'label': 'not depression', 'score': 0.9545647501945496}, {'label': 'moderate', 'score': 0.035157591104507446}, {'label': 'severe', 'score': 0.010277693159878254}]]"
7,"[[{'label': 'not depression', 'score': 0.9655223488807678}, {'label': 'moderate', 'score': 0.028367726132273674}, {'label': 'severe', 'score': 0.006109902635216713}]]"
8,"[[{'label': 'not depression', 'score': 0.9717319011688232}, {'label': 'moderate', 'score': 0.021921414881944656}, {'label': 'severe', 'score': 0.006346687208861113}]]"
9,"[[{'label': 'not depression', 'score': 0.9696897864341736}, {'label': 'moderate', 'score': 0.024398695677518845}, {'label': 'severe', 'score': 0.0059114741161465645}]]"
10,"[[{'label': 'not depression', 'score': 0.9671751260757446}, {'label': 'moderate', 'score': 0.028027327731251717}, {'label': 'severe', 'score': 0.004797474015504122}]]"
11,"[[{'label': 'not depression', 'score': 0.9624131917953491}, {'label': 'moderate', 'score': 0.029838398098945618}, {'label': 'severe', 'score': 0.0077484105713665485}]]"
12,"[[{'label': 'not depression', 'score': 0.965618371963501}, {'label': 'moderate', 'score': 0.026742607355117798}, {'label': 'severe', 'score': 0.007638990413397551}]]"
13,"[[{'label': 'not depression', 'score': 0.9568722248077393}, {'label': 'moderate', 'score': 0.034565504640340805}, {'label': 'severe', 'score': 0.008562254719436169}]]"
14,"[[{'label': 'not depression', 'score': 0.9336692094802856}, {'label': 'moderate', 'score': 0.05356427654623985}, {'label': 'severe', 'score': 0.012766467407345772}]]"
15,"[[{'label': 'not depression', 'score': 0.9683980941772461}, {'label': 'moderate', 'score': 0.025262363255023956}, {'label': 'severe', 'score': 0.006339515093713999}]]"
16,"[[{'label': 'not depression', 'score': 0.9802037477493286}, {'label': 'moderate', 'score': 0.016214385628700256}, {'label': 'severe', 'score': 0.0035818456672132015}]]"
17,"[[{'label': 'not depression', 'score': 0.9753888845443726}, {'label': 'moderate', 'score': 0.01960485614836216}, {'label': 'severe', 'score': 0.005006238352507353}]]"
18,"[[{'label': 'not depression', 'score': 0.9708949327468872}, {'label': 'moderate', 'score': 0.024023577570915222}, {'label': 'severe', 'score': 0.005081454757601023}]]"
19,"[[{'label': 'not depression', 'score': 0.9512374997138977}, {'label': 'moderate', 'score': 0.035334933549165726}, {'label': 'severe', 'score': 0.013427499681711197}]]"
20,"[[{'label': 'not depression', 'score': 0.9802060127258301}, {'label': 'moderate', 'score': 0.016322212293744087}, {'label': 'severe', 'score': 0.003471794305369258}]]"
21,"[[{'label': 'not depression', 'score': 0.9677942395210266}, {'label': 'moderate', 'score': 0.024075454100966454}, {'label': 'severe', 'score': 0.008130325935781002}]]"
22,"[[{'label': 'not depression', 'score': 0.9683189392089844}, {'label': 'moderate', 'score': 0.025694236159324646}, {'label': 'severe', 'score': 0.005986795295029879}]]"
23,"[[{'label': 'not depression', 'score': 0.9287704229354858}, {'label': 'moderate', 'score': 0.05837821587920189}, {'label': 'severe', 'score': 0.01285132672637701}]]"
24,"[[{'label': 'not depression', 'score': 0.9671303033828735}, {'label': 'moderate', 'score': 0.02613968588411808}, {'label': 'severe', 'score': 0.006729993503540754}]]"
25,"[[{'label': 'not depression', 'score': 0.9473925828933716}, {'label': 'moderate', 'score': 0.04304245486855507}, {'label': 'severe', 'score': 0.00956495851278305}]]"
26,"[[{'label': 'not depression', 'score': 0.9586602449417114}, {'label': 'moderate', 'score': 0.030886521562933922}, {'label': 'severe', 'score': 0.01045321486890316}]]"
27,"[[{'label': 'not depression', 'score': 0.9773054122924805}, {'label': 'moderate', 'score': 0.018842788413167}, {'label': 'severe', 'score': 0.003851865418255329}]]"
