1,"{'neg': 0.01, 'neu': 0.676, 'pos': 0.314, 'compound': 0.9984}",Positive
2,"{'neg': 0.007, 'neu': 0.697, 'pos': 0.296, 'compound': 0.9987}",Positive
3,"{'neg': 0.005, 'neu': 0.684, 'pos': 0.311, 'compound': 0.9989}",Positive
4,"{'neg': 0.036, 'neu': 0.671, 'pos': 0.294, 'compound': 0.9984}",Positive
5,"{'neg': 0.024, 'neu': 0.714, 'pos': 0.262, 'compound': 0.9974}",Positive
6,"{'neg': 0.015, 'neu': 0.705, 'pos': 0.28, 'compound': 0.9983}",Positive
7,"{'neg': 0.007, 'neu': 0.731, 'pos': 0.262, 'compound': 0.9981}",Positive
8,"{'neg': 0.024, 'neu': 0.782, 'pos': 0.194, 'compound': 0.9928}",Positive
9,"{'neg': 0.01, 'neu': 0.692, 'pos': 0.298, 'compound': 0.9986}",Positive
10,"{'neg': 0.02, 'neu': 0.743, 'pos': 0.237, 'compound': 0.9945}",Positive
11,"{'neg': 0.078, 'neu': 0.74, 'pos': 0.182, 'compound': 0.9875}",Positive
12,"{'neg': 0.046, 'neu': 0.689, 'pos': 0.265, 'compound': 0.9975}",Positive
13,"{'neg': 0.096, 'neu': 0.672, 'pos': 0.232, 'compound': 0.9908}",Positive
14,"{'neg': 0.051, 'neu': 0.669, 'pos': 0.28, 'compound': 0.9974}",Positive
15,"{'neg': 0.037, 'neu': 0.684, 'pos': 0.28, 'compound': 0.9973}",Positive
16,"{'neg': 0.034, 'neu': 0.767, 'pos': 0.199, 'compound': 0.9917}",Positive
17,"{'neg': 0.045, 'neu': 0.667, 'pos': 0.288, 'compound': 0.9985}",Positive
18,"{'neg': 0.068, 'neu': 0.658, 'pos': 0.274, 'compound': 0.9962}",Positive
19,"{'neg': 0.055, 'neu': 0.704, 'pos': 0.24, 'compound': 0.9951}",Positive
20,"{'neg': 0.044, 'neu': 0.693, 'pos': 0.262, 'compound': 0.9969}",Positive
21,"{'neg': 0.01, 'neu': 0.712, 'pos': 0.277, 'compound': 0.9978}",Positive
22,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.9948}",Positive
23,"{'neg': 0.005, 'neu': 0.81, 'pos': 0.185, 'compound': 0.9886}",Positive
24,"{'neg': 0.036, 'neu': 0.735, 'pos': 0.229, 'compound': 0.9942}",Positive
25,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.999}",Positive
26,"{'neg': 0.022, 'neu': 0.731, 'pos': 0.247, 'compound': 0.9964}",Positive
27,"{'neg': 0.015, 'neu': 0.631, 'pos': 0.355, 'compound': 0.9988}",Positive
28,"{'neg': 0.011, 'neu': 0.784, 'pos': 0.205, 'compound': 0.992}",Positive
29,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.997}",Positive
30,"{'neg': 0.015, 'neu': 0.801, 'pos': 0.184, 'compound': 0.9931}",Positive
31,"{'neg': 0.003, 'neu': 0.671, 'pos': 0.325, 'compound': 0.9988}",Positive
32,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.9979}",Positive
33,"{'neg': 0.009, 'neu': 0.733, 'pos': 0.258, 'compound': 0.9978}",Positive
34,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.9988}",Positive
35,"{'neg': 0.013, 'neu': 0.658, 'pos': 0.329, 'compound': 0.9989}",Positive
36,"{'neg': 0.006, 'neu': 0.721, 'pos': 0.272, 'compound': 0.9986}",Positive
37,"{'neg': 0.003, 'neu': 0.643, 'pos': 0.354, 'compound': 0.9991}",Positive
38,"{'neg': 0.016, 'neu': 0.648, 'pos': 0.336, 'compound': 0.9992}",Positive
39,"{'neg': 0.009, 'neu': 0.727, 'pos': 0.264, 'compound': 0.9978}",Positive
40,"{'neg': 0.014, 'neu': 0.63, 'pos': 0.356, 'compound': 0.9994}",Positive
41,"{'neg': 0.01, 'neu': 0.751, 'pos': 0.239, 'compound': 0.9866}",Positive
42,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.9859}",Positive
43,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9956}",Positive
44,"{'neg': 0.013, 'neu': 0.713, 'pos': 0.274, 'compound': 0.9944}",Positive
45,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9959}",Positive
46,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.9881}",Positive
47,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.992}",Positive
48,"{'neg': 0.015, 'neu': 0.715, 'pos': 0.271, 'compound': 0.9932}",Positive
49,"{'neg': 0.006, 'neu': 0.652, 'pos': 0.342, 'compound': 0.9964}",Positive
50,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.9923}",Positive
51,"{'neg': 0.008, 'neu': 0.746, 'pos': 0.246, 'compound': 0.9968}",Positive
52,"{'neg': 0.007, 'neu': 0.697, 'pos': 0.296, 'compound': 0.9976}",Positive
53,"{'neg': 0.012, 'neu': 0.753, 'pos': 0.235, 'compound': 0.9933}",Positive
54,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.9958}",Positive
55,"{'neg': 0.008, 'neu': 0.783, 'pos': 0.209, 'compound': 0.9922}",Positive
