1,"{'neg': 0.028, 'neu': 0.735, 'pos': 0.238, 'compound': 0.9971}",Positive
2,"{'neg': 0.046, 'neu': 0.751, 'pos': 0.203, 'compound': 0.9953}",Positive
3,"{'neg': 0.05, 'neu': 0.725, 'pos': 0.226, 'compound': 0.9949}",Positive
4,"{'neg': 0.079, 'neu': 0.676, 'pos': 0.245, 'compound': 0.9969}",Positive
5,"{'neg': 0.079, 'neu': 0.698, 'pos': 0.223, 'compound': 0.9935}",Positive
6,"{'neg': 0.059, 'neu': 0.705, 'pos': 0.236, 'compound': 0.9939}",Positive
7,"{'neg': 0.052, 'neu': 0.763, 'pos': 0.186, 'compound': 0.9904}",Positive
8,"{'neg': 0.025, 'neu': 0.776, 'pos': 0.198, 'compound': 0.992}",Positive
9,"{'neg': 0.055, 'neu': 0.712, 'pos': 0.233, 'compound': 0.9967}",Positive
10,"{'neg': 0.021, 'neu': 0.774, 'pos': 0.205, 'compound': 0.9941}",Positive
11,"{'neg': 0.092, 'neu': 0.693, 'pos': 0.215, 'compound': 0.9895}",Positive
12,"{'neg': 0.086, 'neu': 0.663, 'pos': 0.251, 'compound': 0.9952}",Positive
13,"{'neg': 0.114, 'neu': 0.65, 'pos': 0.236, 'compound': 0.9755}",Positive
14,"{'neg': 0.087, 'neu': 0.736, 'pos': 0.177, 'compound': 0.9791}",Positive
15,"{'neg': 0.046, 'neu': 0.695, 'pos': 0.259, 'compound': 0.9967}",Positive
16,"{'neg': 0.078, 'neu': 0.696, 'pos': 0.226, 'compound': 0.994}",Positive
17,"{'neg': 0.095, 'neu': 0.636, 'pos': 0.269, 'compound': 0.9952}",Positive
18,"{'neg': 0.066, 'neu': 0.688, 'pos': 0.246, 'compound': 0.995}",Positive
19,"{'neg': 0.117, 'neu': 0.662, 'pos': 0.222, 'compound': 0.9886}",Positive
20,"{'neg': 0.06, 'neu': 0.725, 'pos': 0.215, 'compound': 0.994}",Positive
21,"{'neg': 0.065, 'neu': 0.752, 'pos': 0.183, 'compound': 0.9917}",Positive
22,"{'neg': 0.055, 'neu': 0.73, 'pos': 0.215, 'compound': 0.9928}",Positive
23,"{'neg': 0.081, 'neu': 0.686, 'pos': 0.233, 'compound': 0.9959}",Positive
24,"{'neg': 0.038, 'neu': 0.758, 'pos': 0.204, 'compound': 0.9945}",Positive
25,"{'neg': 0.029, 'neu': 0.792, 'pos': 0.178, 'compound': 0.9919}",Positive
26,"{'neg': 0.057, 'neu': 0.707, 'pos': 0.236, 'compound': 0.9939}",Positive
27,"{'neg': 0.093, 'neu': 0.738, 'pos': 0.169, 'compound': 0.9523}",Positive
28,"{'neg': 0.082, 'neu': 0.635, 'pos': 0.283, 'compound': 0.9977}",Positive
29,"{'neg': 0.019, 'neu': 0.702, 'pos': 0.279, 'compound': 0.9979}",Positive
30,"{'neg': 0.099, 'neu': 0.683, 'pos': 0.219, 'compound': 0.9932}",Positive
31,"{'neg': 0.008, 'neu': 0.78, 'pos': 0.212, 'compound': 0.9911}",Positive
32,"{'neg': 0.022, 'neu': 0.713, 'pos': 0.265, 'compound': 0.9975}",Positive
33,"{'neg': 0.029, 'neu': 0.637, 'pos': 0.335, 'compound': 0.9987}",Positive
34,"{'neg': 0.043, 'neu': 0.755, 'pos': 0.202, 'compound': 0.9922}",Positive
35,"{'neg': 0.058, 'neu': 0.713, 'pos': 0.229, 'compound': 0.9962}",Positive
36,"{'neg': 0.013, 'neu': 0.718, 'pos': 0.27, 'compound': 0.9956}",Positive
37,"{'neg': 0.039, 'neu': 0.749, 'pos': 0.211, 'compound': 0.9952}",Positive
38,"{'neg': 0.029, 'neu': 0.667, 'pos': 0.304, 'compound': 0.9974}",Positive
39,"{'neg': 0.021, 'neu': 0.66, 'pos': 0.32, 'compound': 0.9979}",Positive
40,"{'neg': 0.005, 'neu': 0.682, 'pos': 0.313, 'compound': 0.9987}",Positive
41,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.9932}",Positive
42,"{'neg': 0.044, 'neu': 0.752, 'pos': 0.204, 'compound': 0.9904}",Positive
